Date,AU,GR,CA,JP,NZ,SW,SZ,UK,US
2000-06-30,0.052108,0.031571,0.010231,0.011750,0.030847,0.025386,0.039268,0.012276,0.000000
2000-07-31,-0.036484,-0.035474,-0.003517,-0.040043,-0.035187,-0.046434,-0.028757,-0.011414,0.000000
2000-08-31,-0.002642,-0.042685,0.006817,0.021796,-0.057870,-0.030323,-0.045171,-0.029177,0.000000
2000-09-29,-0.063161,-0.009001,-0.020532,-0.018046,-0.050669,-0.022390,0.005664,0.016063,0.000000
2000-10-31,-0.043384,-0.041411,-0.015712,-0.015820,-0.024024,-0.040782,-0.041589,-0.018490,0.000000
2000-11-30,0.014527,0.025792,-0.006947,-0.019571,0.033533,-0.003352,0.033216,-0.024387,0.000000
2000-12-29,0.056514,0.077281,0.022538,-0.034932,0.079137,0.060480,0.068235,0.053367,0.000000
2001-01-31,-0.012321,-0.011857,-0.001195,-0.024140,0.000031,-0.013271,-0.018288,-0.023640,0.000000
2001-02-28,-0.045884,-0.011997,-0.019292,-0.012593,-0.031244,-0.032425,-0.020236,-0.012872,0.000000
2001-03-30,-0.068535,-0.038619,-0.028095,-0.068064,-0.055909,-0.047593,-0.030778,-0.013884,0.000000
2001-04-30,0.045778,0.001494,0.024259,0.009932,0.019948,0.003147,-0.006992,0.006308,0.000000
2001-05-31,-0.007500,-0.043743,-0.006120,0.035875,-0.007782,-0.046617,-0.034294,-0.006512,0.000000
2001-06-29,0.003262,-0.000703,0.019102,-0.050354,-0.014890,-0.010847,-0.002455,-0.009112,0.000000
2001-07-31,-0.000970,0.033983,-0.006319,-0.005002,0.024619,0.024821,0.039930,0.014733,0.000000
2001-08-31,0.038199,0.038986,-0.013562,0.046306,0.064834,0.017497,0.034493,0.018945,0.000000
2001-09-28,-0.061735,0.002954,-0.018422,-0.004723,-0.067841,-0.020006,0.032667,0.013610,0.000000
2001-10-31,0.023510,-0.010525,-0.003430,-0.029480,0.017355,0.003633,-0.010540,-0.008831,0.000000
2001-11-30,0.032573,-0.004697,0.009933,-0.007856,0.009436,-0.003374,-0.008636,-0.017893,0.000000
2001-12-31,-0.013881,-0.004314,-0.015204,-0.062362,0.003864,0.020270,-0.008136,0.022312,0.000000
2002-01-31,-0.008307,-0.032161,0.003949,-0.021849,0.001371,-0.012635,-0.029980,-0.027273,0.000000
2002-02-28,0.020455,0.005859,-0.008704,-0.001659,0.012509,0.018332,0.004180,0.002353,0.000000
2002-03-29,0.035967,0.009789,0.005729,0.007940,0.049791,0.012063,0.013419,0.008459,0.000000
2002-04-30,0.008385,0.034148,0.016494,0.030460,0.019740,0.009655,0.037659,0.025373,0.000000
2002-05-31,0.056283,0.038103,0.027752,0.033101,0.073457,0.057338,0.034003,0.005708,0.000000
2002-06-28,-0.006267,0.058544,0.005195,0.034010,0.017027,0.061615,0.052345,0.043845,0.000000
2002-07-31,-0.027439,-0.005834,-0.039264,-0.000850,-0.031249,-0.031111,0.004310,0.027072,0.000000
2002-08-30,0.014982,0.001731,0.016412,0.008447,0.000922,0.015306,-0.013407,-0.007980,0.000000
2002-09-30,-0.011148,0.008916,-0.015525,-0.027653,0.006225,0.014432,0.017602,0.018429,0.000000
2002-10-31,0.023991,0.003176,0.014203,-0.007856,0.039994,0.014084,-0.003001,-0.003661,0.000000
2002-11-29,0.014048,0.005789,0.000094,-0.001364,0.029453,0.012880,-0.005825,-0.003747,0.000000
2002-12-31,0.005965,0.056631,-0.007101,0.030741,0.052484,0.042783,0.072329,0.036931,0.000000
2003-01-31,0.044230,0.024374,0.032720,-0.011853,0.044893,0.013887,0.010270,0.023346,0.000000
2003-02-28,0.037629,0.005127,0.029053,0.013603,0.025805,0.013901,0.008033,-0.039995,0.000000
2003-03-31,-0.001151,0.013752,0.014458,-0.004201,-0.000278,0.005563,0.002687,0.005685,0.000000
2003-04-30,0.038244,0.023787,0.026871,-0.006582,0.013431,0.038675,-0.004251,0.013155,0.000000
2003-05-30,0.044803,0.055210,0.046560,-0.003998,0.035909,0.055235,0.040473,0.027100,0.000000
2003-06-30,0.032390,-0.022646,0.012719,-0.004626,0.017940,-0.027940,-0.039134,0.009445,0.000000
2003-07-31,-0.031125,-0.019004,-0.033128,-0.004953,-0.006332,-0.023680,-0.014127,-0.023681,0.000000
2003-08-29,0.001689,-0.023766,0.016924,0.032164,-0.001216,-0.016362,-0.020339,-0.014141,0.000000
2003-09-30,0.049144,0.061830,0.029606,0.043536,0.032448,0.082554,0.059871,0.052482,0.000000
2003-10-31,0.051770,-0.000903,0.025276,0.015067,0.038208,-0.006868,-0.011899,0.023549,0.000000
2003-11-28,0.022780,0.031972,0.015146,0.003028,0.043222,0.033877,0.032258,0.015675,0.000000
2003-12-31,0.044893,0.053277,0.007606,0.020635,0.031143,0.051609,0.044510,0.043350,0.000000
2004-01-30,0.013552,-0.014281,-0.027238,0.011406,0.024479,-0.027534,-0.019616,0.019241,0.000000
2004-02-27,0.017209,0.000859,-0.007326,-0.031992,0.025852,-0.003307,-0.008215,0.021555,0.000000
2004-03-31,-0.006475,-0.009852,0.022245,0.049184,-0.024822,-0.011201,0.001721,-0.006955,0.000000
2004-04-30,-0.050822,-0.023923,-0.043494,-0.058184,-0.057481,-0.011920,-0.023598,-0.032739,0.000000
2004-05-31,-0.007951,0.019575,0.008714,-0.002507,0.008556,0.025674,0.032889,0.036883,0.000000
2004-06-30,-0.020582,-0.003040,0.018689,0.011818,0.014375,-0.009729,0.000784,-0.008171,0.000000
2004-07-30,0.008601,-0.009937,0.009322,-0.022343,0.001592,-0.017834,-0.021958,0.005226,0.000000
2004-08-31,0.011894,0.009940,0.009175,0.014286,0.039503,0.022013,0.008010,-0.007975,0.000000
2004-09-30,0.029209,0.022480,0.041750,-0.005568,0.033941,0.032445,0.014703,0.008768,0.000000
2004-10-29,0.034288,0.024489,0.038052,0.036415,0.016416,0.023887,0.038342,0.015171,0.000000
2004-11-30,0.041780,0.045068,0.026415,0.031430,0.051397,0.057295,0.054808,0.045762,0.000000
2004-12-31,0.012980,0.022713,-0.007263,0.001041,0.011949,0.012515,-0.000623,0.006519,0.000000
2005-01-31,-0.008935,-0.041242,-0.034162,-0.011459,-0.011868,-0.049157,-0.044613,-0.015623,0.000000
2005-02-28,0.026577,0.017966,0.009451,-0.009915,0.028535,0.023559,0.024937,0.022739,0.000000
2005-03-31,-0.023319,-0.021433,0.015896,-0.027403,-0.019074,-0.031787,-0.030243,-0.016932,0.000000
2005-04-29,0.011905,-0.007352,-0.036165,0.017174,0.030315,-0.012196,-0.000492,0.012273,0.000000
2005-05-31,-0.027317,-0.044453,0.000204,-0.029175,-0.032130,-0.038814,-0.045906,-0.044373,0.000000
2005-06-30,0.008008,-0.020297,0.023703,-0.029917,-0.011632,-0.052277,-0.030164,-0.014821,0.000000
2005-07-29,-0.001032,0.002302,-0.001543,-0.014204,-0.015152,0.005064,-0.005222,-0.016676,0.000000
2005-08-31,-0.009915,0.011302,0.031116,0.005499,0.016555,0.019930,0.018728,0.022597,0.000000
2005-09-30,0.018573,-0.020829,0.023058,-0.022290,0.004092,-0.019083,-0.026188,-0.015525,0.000000
2005-10-31,-0.020163,-0.008068,-0.016857,-0.029680,0.012099,-0.031389,-0.004152,0.001256,0.000000
2005-11-30,-0.008256,-0.017282,0.008577,-0.030221,0.006726,-0.016186,-0.020538,-0.022259,0.000000
2005-12-30,-0.007908,-0.001198,-0.000648,0.009727,-0.028424,0.012661,-0.005522,-0.007670,0.000000
2006-01-31,0.032477,0.027959,0.020884,0.004595,0.008762,0.043011,0.025931,0.035622,0.000000
2006-02-28,-0.017297,-0.019887,0.003940,0.007211,-0.031560,-0.040444,-0.026141,-0.014761,0.000000
2006-03-31,-0.039504,0.013169,-0.025440,-0.022336,-0.074665,0.013778,0.000652,-0.009763,0.000000
2006-04-28,0.064695,0.039586,0.040341,0.029743,0.042487,0.053529,0.047973,0.047817,0.000000
2006-05-31,-0.006195,0.017585,0.017009,0.013996,0.001999,0.020888,0.020224,0.029209,0.000000
2006-06-30,-0.013726,-0.006497,-0.010864,-0.023370,-0.038360,-0.000680,-0.011226,-0.012050,0.000000
2006-07-31,0.031701,-0.004112,-0.016968,-0.005452,0.012046,-0.004905,-0.008652,0.008733,0.000000
2006-08-31,-0.002948,0.000895,0.017482,-0.028908,0.063769,-0.004630,-0.004810,0.018037,0.000000
2006-09-29,-0.022327,-0.012262,-0.006217,-0.010384,-0.000945,-0.015325,-0.019866,-0.018539,0.000000
2006-10-31,0.037625,0.005902,-0.005250,0.003747,0.027457,0.012603,0.005305,0.020672,0.000000
2006-11-30,0.021034,0.036923,-0.019788,0.008451,0.024555,0.053493,0.035033,0.031193,0.000000
2006-12-29,-0.000844,-0.006698,-0.019576,-0.033545,0.031881,-0.002233,-0.021619,-0.005251,0.000000
2007-01-31,-0.016398,-0.016025,-0.015166,-0.018914,-0.023268,-0.019942,-0.024650,-0.000247,0.000000
2007-02-28,0.018007,0.015333,0.005996,0.017151,0.020725,-0.008618,0.019499,0.001271,0.000000
2007-03-30,0.026071,0.006346,0.015498,-0.000617,0.023052,-0.001814,-0.002570,0.000757,0.000000
2007-04-30,0.031627,0.024126,0.043195,-0.015817,0.041183,0.044287,0.009176,0.019782,0.000000
2007-05-31,-0.004839,-0.015286,0.032925,-0.022984,-0.005255,-0.031184,-0.017935,-0.010775,0.000000
2007-06-29,0.025926,0.002647,0.004132,-0.017242,0.050047,0.006439,-0.002929,0.014315,0.000000
2007-07-31,0.010620,0.012587,-0.004508,0.033416,-0.002692,0.016286,0.016294,0.013316,0.000000
2007-08-31,-0.049657,-0.005037,0.008643,0.023071,-0.085148,-0.023263,-0.006270,-0.007033,0.000000
2007-09-28,0.088352,0.041846,0.064384,0.003612,0.079057,0.062826,0.031271,0.010858,0.000000
2007-10-31,0.048236,0.016514,0.045800,-0.006468,0.020764,0.015513,0.005315,0.020126,0.000000
2007-11-30,-0.044010,0.014401,-0.049981,0.035948,-0.000125,-0.004662,0.024946,-0.009299,0.000000
2007-12-31,-0.005953,-0.004413,0.012886,-0.011188,0.006527,-0.012323,-0.005472,-0.030523,0.000000
2008-01-31,0.016184,0.010640,-0.022892,0.045225,0.020240,0.007955,0.040213,-0.001977,0.000000
2008-02-29,0.051052,0.026108,0.030261,0.019423,0.027608,0.037999,0.038507,0.002060,0.000000
2008-03-31,-0.019689,0.045424,-0.044965,0.044525,-0.014406,0.042081,0.055019,0.001898,0.000000
2008-04-30,0.036791,-0.016086,0.020070,-0.048947,-0.000733,-0.008849,-0.049953,-0.000691,0.000000
2008-05-30,0.015826,-0.000586,0.013692,-0.012080,0.006684,-0.000345,-0.003542,-0.000177,0.000000
2008-06-30,0.010470,0.015122,-0.020305,-0.006447,-0.022915,-0.000085,0.025798,0.009295,0.000000
2008-07-31,-0.016130,-0.008355,-0.010391,-0.020772,-0.033206,-0.004495,-0.028361,-0.002346,0.000000
2008-08-29,-0.080744,-0.055027,-0.032105,-0.005804,-0.034605,-0.056334,-0.046164,-0.077231,0.000000
2008-09-30,-0.077785,-0.040136,-0.000315,0.023497,-0.045718,-0.073878,-0.018441,-0.017780,0.000000
2008-10-31,-0.162520,-0.098944,-0.126982,0.074240,-0.126746,-0.105529,-0.042671,-0.093821,0.000000
2008-11-28,-0.009861,0.001817,-0.020323,0.031702,-0.053950,-0.036685,-0.037797,-0.047725,0.000000
2008-12-31,0.070869,0.095703,0.005071,0.048810,0.069298,0.022684,0.137769,-0.063096,0.000000
2009-01-30,-0.083864,-0.076627,-0.005027,0.009007,-0.128414,-0.047132,-0.083775,0.003028,0.000000
2009-02-27,0.005458,-0.008376,-0.022371,-0.082975,-0.010494,-0.076958,-0.003528,-0.010350,0.000000
2009-03-31,0.090397,0.045446,0.008522,-0.010357,0.143089,0.087474,0.024023,0.005571,0.000000
2009-04-30,0.058749,-0.002222,0.058909,0.003363,-0.001204,0.025641,-0.002939,0.033399,0.000000
2009-05-29,0.091520,0.068211,0.083919,0.030408,0.128063,0.062896,0.067399,0.087821,0.000000
2009-06-30,0.009458,-0.007824,-0.056627,-0.011193,0.013701,-0.021311,-0.019657,0.021922,0.000000
2009-07-31,0.030369,0.010905,0.073630,0.013413,0.017577,0.063640,0.010148,0.006681,0.000000
2009-08-31,0.019089,0.012196,-0.015943,0.025371,0.044575,0.026393,0.017937,-0.016815,0.000000
2009-09-30,0.049668,0.018587,0.023639,0.036021,0.056377,0.015444,0.018258,-0.018676,0.000000
2009-10-30,0.031614,0.009696,-0.005680,-0.017601,0.007146,-0.006825,0.012185,0.032688,0.000000
2009-11-30,0.010302,0.017120,0.023884,0.057161,-0.014312,0.006590,0.020586,-0.005943,0.000000
2009-12-31,-0.014790,-0.044004,0.005284,-0.074508,0.019057,-0.021643,-0.029025,-0.016156,0.000000
2010-01-29,-0.008590,-0.031296,-0.013445,0.026741,-0.028673,-0.027128,-0.019843,-0.007375,0.000000
2010-02-26,0.010526,-0.017908,0.005679,0.019847,-0.007727,0.032013,-0.017285,-0.049870,0.000000
2010-03-31,0.027273,-0.008777,0.041687,-0.049254,0.018465,-0.012131,0.018965,-0.003360,0.000000
2010-04-30,0.018620,-0.016836,0.002194,-0.005784,0.031496,-0.006854,-0.023450,0.009686,0.000000
2010-05-31,-0.095330,-0.077491,-0.035343,0.032968,-0.073575,-0.074450,-0.067281,-0.050829,0.000000
2010-06-30,0.009945,-0.002305,-0.012296,0.028012,0.020706,0.006360,0.070397,0.029361,0.000000
2010-07-30,0.075506,0.063429,0.031615,0.020041,0.055359,0.074959,0.029634,0.046655,0.000000
2010-08-31,-0.013056,-0.024236,-0.033507,0.031494,-0.030022,-0.018452,0.031267,-0.018190,0.000000
2010-09-30,0.091393,0.073774,0.040147,0.005054,0.052388,0.094525,0.037692,0.025643,0.000000
2010-10-29,0.016152,0.017545,0.008703,0.036904,0.042289,0.004067,-0.007049,0.014169,0.000000
2010-11-30,-0.017715,-0.061901,-0.007489,-0.037765,-0.024703,-0.046238,-0.016043,-0.028979,0.000000
2010-12-31,0.065390,0.029451,0.028602,0.029342,0.045432,0.052247,0.071353,0.003742,0.000000
2011-01-31,-0.018996,0.023464,-0.000015,-0.010428,-0.004409,0.039948,-0.008877,0.023959,0.000000
2011-02-28,0.025698,0.008916,0.025792,0.001951,-0.022952,0.023613,0.011965,0.018687,0.000000
2011-03-31,0.020520,0.025484,0.004357,-0.011980,0.016744,0.001948,0.015987,-0.011924,0.000000
2011-04-29,0.062068,0.046243,0.023460,0.020188,0.060147,0.047579,0.052143,0.039925,0.000000
2011-05-31,-0.022572,-0.030034,-0.019753,-0.000898,0.020900,-0.023068,0.017742,-0.012494,0.000000
2011-06-30,0.009237,0.009429,0.004143,0.005900,0.006716,-0.019075,0.013202,-0.024287,0.000000
2011-07-29,0.029229,-0.007790,0.012954,0.046275,0.059461,0.002279,0.068699,0.022817,0.000000
2011-08-31,-0.020913,0.002716,-0.024374,0.008968,-0.020421,-0.001234,-0.022800,-0.008303,0.000000
2011-09-30,-0.089237,-0.067428,-0.060606,-0.007921,-0.102420,-0.077713,-0.113175,-0.042666,0.000000
2011-10-31,0.095638,0.039521,0.049654,-0.011763,0.063123,0.063348,0.041598,0.036653,0.000000
2011-11-30,-0.033071,-0.036205,-0.026419,0.004116,-0.043571,-0.044807,-0.046901,-0.029266,0.000000
2011-12-30,-0.005664,-0.037308,-0.004042,0.003303,-0.004433,-0.015619,-0.030273,-0.012595,0.000000
2012-01-31,0.048744,0.011745,0.021281,0.011708,0.069742,0.015485,0.021950,0.015809,0.000000
2012-02-29,0.021147,0.023899,0.011687,-0.052961,0.024768,0.036456,0.022983,0.012417,0.000000
2012-03-30,-0.040623,-0.008497,-0.008899,-0.022316,-0.028437,-0.012310,-0.007725,0.000752,0.000000
2012-04-30,0.008312,-0.008836,0.010332,0.028905,0.000121,-0.015527,-0.006969,0.016853,0.000000
2012-05-31,-0.063636,-0.063918,-0.041266,0.017373,-0.078224,-0.069326,-0.063480,-0.049173,0.000000
2012-06-29,0.056000,0.022923,0.012081,-0.013180,0.066763,0.049457,0.021359,0.015532,0.000000
2012-07-31,0.029566,-0.030019,0.016959,0.015945,0.010837,0.018169,-0.030105,-0.002560,0.000000
2012-08-31,-0.015099,0.024722,0.016004,-0.001857,-0.006183,0.030698,0.024918,0.014452,0.000000
2012-09-28,0.009270,0.023252,0.005024,0.007766,0.034977,0.010685,0.015794,0.017901,0.000000
2012-10-31,0.001213,0.005531,-0.016252,-0.026066,-0.008272,-0.013333,0.006939,-0.002603,0.000000
2012-11-30,0.007677,0.001694,0.007140,-0.032910,0.001031,-0.002065,0.003450,-0.005895,0.000000
2012-12-31,-0.001283,0.016884,-0.000566,-0.045157,0.006406,0.026065,0.015260,0.015227,0.000000
2013-01-31,0.005728,0.026196,-0.004718,-0.053377,0.019659,0.022966,0.000303,-0.027283,0.000000
2013-02-28,-0.014228,-0.034749,-0.025076,-0.012514,-0.007667,-0.012652,-0.021718,-0.040119,0.000000
2013-03-29,0.018478,-0.021690,0.010086,-0.019197,0.010246,-0.011634,-0.017891,0.002090,0.000000
2013-04-30,-0.005126,0.025012,0.007908,-0.035246,0.025682,0.005654,0.018345,0.020562,0.000000
2013-05-31,-0.072531,-0.013312,-0.023797,-0.034137,-0.068817,-0.019624,-0.028275,-0.021739,0.000000
2013-06-28,-0.040282,0.004064,-0.014769,0.019163,-0.027485,-0.017501,0.014129,0.003231,0.000000
2013-07-31,-0.019935,0.014470,0.020379,0.006888,0.029338,0.024312,0.011151,-0.005067,0.000000
2013-08-30,-0.001665,-0.000599,-0.019812,0.000644,-0.020801,-0.005444,0.002133,0.022844,0.000000
2013-09-30,0.049332,0.023920,0.024624,0.006017,0.072066,0.035068,0.029521,0.043375,0.000000
2013-10-31,0.017634,0.006307,-0.013843,-0.006127,0.000396,-0.006649,-0.000981,-0.005460,0.000000
2013-11-29,-0.037713,-0.001485,-0.012597,-0.039168,-0.012416,-0.012958,0.001062,0.017364,0.000000
2013-12-31,-0.015870,0.013052,-0.003328,-0.025392,0.010480,0.018127,0.014378,0.013608,0.000000
2014-01-31,-0.024608,-0.020965,-0.049971,0.025453,-0.016076,-0.015091,-0.017524,-0.004669,0.000000
2014-02-28,0.026818,0.022716,0.010648,0.000468,0.041852,0.018504,0.027388,0.014589,0.000000
2014-03-31,0.039289,-0.000006,0.005869,-0.010143,0.032681,-0.009635,-0.002348,-0.003933,0.000000
2014-04-30,0.001838,0.004531,0.005278,0.009266,-0.007909,-0.006750,0.003576,0.013555,0.000000
2014-05-30,0.005594,-0.016925,0.012402,0.004736,-0.008123,-0.020130,-0.017844,-0.006287,0.000000
2014-06-30,0.013870,0.003211,0.016444,0.003734,0.034054,-0.004718,0.007603,0.018747,0.000000
2014-07-31,-0.008989,-0.020237,-0.020266,-0.014437,-0.026953,-0.026788,-0.021565,-0.010108,0.000000
2014-08-29,0.006309,-0.016089,0.006578,-0.010782,-0.010314,-0.008365,-0.007630,-0.017202,0.000000
2014-09-30,-0.060656,-0.041339,-0.028623,-0.052240,-0.066394,-0.035241,-0.042232,-0.022128,0.000000
2014-10-31,0.006792,-0.008399,-0.008000,-0.021714,0.001184,-0.025795,-0.007460,-0.012871,0.000000
2014-11-30,-0.026996,-0.005179,-0.010498,-0.055652,0.012054,-0.005661,-0.001308,-0.020888,0.000000
2014-12-31,-0.039112,-0.029512,-0.014815,-0.010714,-0.001022,-0.049421,-0.030775,-0.004177,0.000000
2015-01-31,-0.046281,-0.067742,-0.085910,0.020421,-0.068281,-0.053795,0.079441,-0.036552,0.000000
2015-02-28,0.006947,-0.006260,0.015881,-0.017674,0.045524,-0.008423,-0.030907,0.029148,0.000000
2015-03-31,-0.022069,-0.042859,-0.013636,-0.003623,-0.005715,-0.033171,-0.025327,-0.039183,0.000000
2015-04-30,0.034358,0.042904,0.045994,0.001652,0.018419,0.032306,0.035372,0.035413,0.000000
2015-05-31,-0.027901,-0.021975,-0.029233,-0.035930,-0.062591,-0.023240,-0.007897,-0.006815,0.000000
2015-06-30,0.005718,0.015886,0.000328,0.013706,-0.046888,0.029116,0.008346,0.030853,0.000000
2015-07-31,-0.042855,-0.008801,-0.039940,-0.012716,-0.014991,-0.033017,-0.028769,-0.007549,0.000000
2015-08-31,-0.032810,0.013769,-0.022007,0.022066,-0.044295,0.010096,-0.007114,-0.014204,0.000000
2015-09-30,-0.007925,-0.004232,-0.007526,0.011331,0.012472,0.011024,-0.011227,-0.014957,0.000000
2015-10-31,0.017659,-0.010848,0.024879,-0.007901,0.060086,-0.012902,-0.009759,0.019722,0.000000
2015-11-30,0.017197,-0.044274,-0.017309,-0.021389,-0.023908,-0.027024,-0.041928,-0.025147,0.000000
2015-12-31,0.005792,0.027395,-0.041322,0.023491,0.041343,0.033055,0.024166,-0.021029,0.000000
2016-01-31,-0.026306,-0.004671,-0.012969,-0.007030,-0.052930,-0.017727,-0.024379,-0.037672,0.000000
2016-02-29,0.011156,0.003477,0.038875,0.072010,0.020871,-0.002485,0.027600,-0.017581,0.000000
2016-03-31,0.078605,0.047765,0.047277,0.003145,0.055071,0.058151,0.038354,0.031232,0.000000
2016-04-30,-0.006574,0.004195,0.032572,0.049472,0.008742,0.009436,-0.002222,0.019110,0.000000
2016-05-31,-0.049503,-0.028890,-0.042428,-0.035932,-0.030856,-0.040637,-0.037166,-0.006498,0.000000
2016-06-30,0.029036,-0.003212,0.007261,0.079776,0.054486,-0.015437,0.018949,-0.081767,0.000000
2016-07-31,0.021902,0.005454,-0.004210,0.000063,0.014246,-0.008444,0.006001,-0.007030,0.000000
2016-08-31,-0.010129,-0.005201,-0.006303,-0.010210,0.007415,-0.006402,-0.018116,-0.014025,0.000000
2016-09-30,0.019043,0.007655,-0.001834,0.019976,0.003685,-0.000544,0.011667,-0.008942,0.000000
2016-10-31,-0.004917,-0.026004,-0.019646,-0.037584,-0.014980,-0.051816,-0.021519,-0.060745,0.000000
2016-11-30,-0.028289,-0.033463,-0.003421,-0.078658,-0.008089,-0.024103,-0.030658,0.022757,0.000000
2016-12-31,-0.019180,-0.007516,0.002289,-0.025070,-0.015113,0.014020,-0.000246,-0.012081,0.000000
2017-01-31,0.049260,0.022902,0.028219,0.034206,0.052632,0.037110,0.027782,0.017279,0.000000
2017-02-28,0.013458,-0.017759,-0.015893,0.005408,-0.012709,-0.030542,-0.016197,-0.011377,0.000000
2017-03-31,-0.007081,0.005040,-0.007123,0.002687,-0.032497,0.007028,-0.001409,0.004023,0.000000
2017-04-30,-0.019149,0.016765,-0.025027,-0.001579,-0.017136,0.006882,0.003787,0.033892,0.000000
2017-05-31,-0.004000,0.031032,0.011861,0.006858,0.034606,0.019048,0.026748,-0.003050,0.000000
2017-06-30,0.030856,0.012580,0.039424,-0.017182,0.032300,0.026642,0.008228,0.005193,0.000000
2017-07-31,0.041226,0.031961,0.037863,0.015482,0.024557,0.040803,-0.009504,0.013881,0.000000
2017-08-31,-0.006103,0.006634,-0.003031,0.002511,-0.044175,0.014638,0.001977,-0.023693,0.000000
2017-09-30,-0.010392,-0.007238,0.002151,-0.023644,0.009933,-0.026773,-0.008785,0.040111,0.000000
2017-10-31,-0.022451,-0.016219,-0.030036,-0.010878,-0.051768,-0.026684,-0.031280,-0.011214,0.000000
2017-11-30,-0.009589,0.021819,0.000373,0.014086,0.002381,0.002838,0.013056,0.018456,0.000000
2017-12-31,0.030460,0.004818,0.027639,-0.008515,0.036810,0.015028,0.004731,-0.002014,0.000000
2018-01-31,0.035261,0.035458,0.020793,0.030461,0.041060,0.040358,0.045923,0.050111,0.000000
2018-02-28,-0.037559,-0.022673,-0.042845,0.021442,-0.023775,-0.053755,-0.018401,-0.032076,0.000000
2018-03-31,-0.015681,0.005844,-0.006740,0.001048,-0.000873,-0.013166,-0.015977,0.016536,0.000000
2018-04-30,-0.015918,-0.019703,0.005133,-0.029925,-0.023207,-0.044134,-0.034983,-0.019394,0.000000
2018-05-31,0.002331,-0.036057,-0.012381,0.005098,-0.004060,-0.012346,0.004313,-0.035306,0.000000
2018-06-30,-0.023705,-0.002228,-0.014763,-0.021273,-0.035060,-0.015228,-0.012700,-0.009416,0.000000
2018-07-31,0.006049,-0.000097,0.009808,-0.012529,0.005524,0.015825,0.000424,-0.007828,0.000000
2018-08-31,-0.027329,-0.007969,-0.002071,0.007370,-0.025368,-0.040650,0.020980,-0.010476,0.000000
2018-09-30,0.000512,-0.003941,0.008193,-0.025819,-0.000799,0.024964,-0.012428,0.002090,0.000000
2018-10-31,-0.020671,-0.026845,-0.016387,0.004220,-0.015202,-0.029415,-0.031594,-0.021504,0.000000
2018-11-30,0.029986,-0.003094,-0.012452,-0.008289,0.051576,0.001765,0.003842,-0.002767,0.000000
2018-12-31,-0.036461,0.006431,-0.027786,0.031529,-0.024286,0.023065,0.010032,-0.003770,0.000000
2019-01-31,0.035033,0.001088,0.039123,0.005663,0.033774,-0.022573,-0.009263,0.031232,0.000000
2019-02-28,-0.024743,-0.009959,-0.003455,-0.024486,-0.018082,-0.022033,-0.006736,0.009694,0.000000
2019-03-31,-0.002079,-0.016484,-0.014933,0.003247,0.000088,-0.007246,-0.002651,-0.021903,0.000000
2019-04-30,-0.009736,-0.004433,-0.007627,-0.008891,-0.022700,-0.026537,-0.025437,-0.001050,0.000000
2019-05-31,-0.016411,-0.008325,-0.005762,0.023111,-0.023153,-0.003620,0.010031,-0.034812,0.000000
2019-06-30,0.011867,0.019249,0.033733,0.005212,0.029664,0.023318,0.028533,0.008127,0.000000
2019-07-31,-0.018889,-0.024796,-0.005597,-0.010068,-0.018047,-0.035110,-0.018010,-0.039406,0.000000
2019-08-31,-0.023593,-0.013395,-0.012395,0.020556,-0.045045,-0.024103,-0.002274,-0.006907,0.000000
2019-09-30,0.000104,-0.012372,0.003134,-0.020045,-0.006653,-0.004603,-0.010470,0.010513,0.000000
2019-10-31,0.020304,0.020824,0.006855,-0.002484,0.021959,0.018341,0.007803,0.048673,0.000000
2019-11-30,-0.019028,-0.013610,-0.010525,-0.014519,0.000390,0.004874,-0.014780,-0.001313,0.000000
2019-12-31,0.038316,0.015495,0.023921,0.004824,0.050497,0.020280,0.029008,0.022681,0.000000
2020-01-31,-0.048387,-0.014648,-0.019667,0.000953,-0.041188,-0.030269,0.001877,-0.005837,0.000000
2020-02-29,-0.037414,-0.010553,-0.014706,0.003287,-0.041922,-0.007183,-0.005620,-0.031784,0.000000
2020-03-31,-0.051424,-0.002999,-0.056922,-0.002534,-0.044484,-0.022899,-0.001829,-0.030092,0.000000
2020-04-30,0.069474,-0.003002,0.024479,0.007925,0.040914,0.013650,0.000767,0.016570,0.000000
2020-05-31,0.013791,0.014952,0.004811,-0.007834,0.003923,0.036745,0.003799,-0.019976,0.000000
2020-06-30,0.037179,0.009096,0.014809,-0.001827,0.039682,0.010634,0.012991,-0.000696,0.000000
2020-07-31,0.041431,0.052107,0.016715,0.019981,0.034732,0.065080,0.040651,0.062013,0.000000
2020-08-31,0.031105,0.010702,0.027975,-0.003308,0.014591,0.013467,0.009406,0.019981,0.000000
2020-09-30,-0.030934,-0.020139,-0.024645,0.004465,-0.022016,-0.036667,-0.020800,-0.034676,0.000000
2020-10-31,-0.020299,-0.007287,0.001702,0.009130,-0.000151,0.005168,0.001527,-0.000008,0.000000
2020-11-30,0.049106,0.026236,0.028806,0.002194,0.063366,0.040761,0.011554,0.032330,0.000000
2020-12-31,0.046844,0.021707,0.016892,0.009155,0.024401,0.040123,0.022750,0.023281,0.000000
2021-01-31,-0.006037,-0.007812,-0.002818,-0.014222,0.000778,-0.014551,-0.007318,0.004330,0.000000
2021-02-28,0.008887,-0.001515,0.008957,-0.017568,0.008880,-0.008577,-0.018149,0.017992,0.000000
